surfer.apos.s eye
wide.angle glaucoma
juvenile glaucoma
large breast
breasts enlarged
breast inflammation
chronic endophthalmitis
pulmonary paragonimiasis
passive.aggressive personality
meningococcemia .disorder.
meningococcal septicaemia
beaver feaver
renal hypertension
kidney failure
renal failure
cerebral lipidosis
otitis media
chronic petrositis
acute petrositis
chronic pyelonephritis
portal hypertension
hypertensive disease
moschcowitz.apos.s syndrome
bubonic plague
black death
cellulocutaneous plague
fiedler.apos.s myocarditis
fiedler myocarditis
idiopathic myocarditis
septic myocarditis
primary polycythemia
familial erythrocytosis
familiar polycythemia
mesenteric lymphadenitis
mesenteric adenitis
premature menopause
menopause praecox
sclerosing osteitis
frontal sinusitis
chronic antritis
sphenoidal sinus.chr.
sphenoid sinusitis
sphenoidal sinusitis
gonococcal epididymo.orchitis
hemophilus meningitis
gastric ulcer
tibialis tendinitis
duodenum adenocarcinoma
duodenal adenocarcinoma
sexual sadism
malignant hypertension
essential hypertension
primary hypertension
idiopathic hypertension
australian encephalitis
japanese encephalitis
sexual masochism
edwards syndrome
trisomy 18
e3 trisomy
cholesterin granuloma
paralytic squint
paralytic strabismus
incomitant dissociation
abducens palsy
kuhnt.junius degeneration
premature labor
premature labour
labor premature
epidemic pleurodynia
epidemic myalgia
devil.apos.s grip
epidemic. myositis
epidemic pleurisy
bornholm disease
bamble disease
vesicular pharyngitis
lepromatous leprosy
spinal dysraphism
familial hypospadias
thoracic actinomycosis
hydrocephalus. x.linked
tooth disease
teeth disease
amnestic disorder
amnestic syndrome
wernicke.korsakoff syndrome
korsakov.apos.s psychosis
korsakov psychosis
korsakoff.apos.s syndrome
korsakoff.apos.s psychosis
korsakoff syndrome
manchurian typhus
hbss disease
hb.s.hb.c disease
gastrojejunal ulcer
obsessive.compulsive disorder
anancastic neurosis
dissociative disorder
dissociative reaction
dissociative disease
sociopathic personality
psychopathic personality
asocial personality
hyperkinetic disorder
intracranial aneurysm
brain aneurysm
tongue disease
disseminated strongyloidiasis
spastic diplegia
littles disease
little.apos.s disease
lipoid nephrosis
spastic hemiplegia
congenital hemiplegia
spastic monoplegia
infantile hemiplegia
spastic quadriplegia
acute salpingo.oophoritis
acute salpingitis
membranous glomerulonephritis
membranous nephropathy
fetal erythroblastosis
erythroblastosis fetalis
alloimmune hdfn
alport syndrome
hereditary nephritis
alpha thalassemia
alpha thalassaemia
weston.hurst syndrome
postinfectious encephalitis
secondary encephalitis
postinfective encephalitis
immature cataract
water clefts
incipient cataract
lens disease
ovarian disease
iridoschisis .disorder.
anorectal stricture
corneal edema
corneal oedema
bullous keratopathy
dissociative amnesia
psychogenic amnesia
depersonalization disorder
neurotic derealization
felty.apos.s syndrome
felty syndrome
meconium aspiration
bladder cancer
pasteurella infection
hemorrhagic septicemia
esophagus lymphoma
oesophagus lymphoma
placenta praevia
esophageal carcinoma
thyroid cyst
mediterranean fever
malta fever
gibraltar fever
bang.apos.s disease
undulant fever
maltese fever
leech infestation
esophagus melanoma
oesophagus melanoma
maggot infestation
chorioretinal scar
asphyxia neonatorum
postnatal asphyxia
birth asphyxia
salmonella gastroenteritis
enteric paratyphosis
bacterial diarrhea
q fever
trench fever
tibialgic fever
wolhynian fever
quintan fever
his.werner disease
rochalimaea infection
vesicular rickettsiosis
spotted fever
fundus albipunctatus
tourette syndrome
psychogenic tics
guinon.apos.s disease
neck cancer
psychologic dyspareunia
non.organic dyspareunia
dyspareunia. psychogenic
pulp stones
iga vasculitis
purpura. autoimmune
henoch.schönlein purpura
henoch.schonlein purpura
henoch.scholein purpura
henoch.schoenlein purpura
autoimmune purpura
allergic purpura
acquired thrombocytopenia
secondary thrombocytopenia
secondary hypertension
prostatic hypertrophy
prostatic cyst
esophagus sarcoma
esophageal sarcoma
hypersecretion glaucoma
aqueous misdirection
miliaria rubra
prickly heat
whooping cough
bordetella infection
respiratory failure
respiratory insufficiency.failure
band keratopathy
band.shaped keratopathy
common wart
condyloma acuminatum
venereal wart
genital warts
anogenital warts
vulvar condyloma
urethral condylomata
glue ear
acute conjunctivitis
pulp degeneration
pseudomembranous conjunctivitis
acute laryngopharyngitis
digeorge syndrome
digeorge.apos.s syndrome
digeorge sequence
esophageal varix
esophageal varices
primary hyperparathyroidism
angelucci.apos.s syndrome
angelucci syndrome
allergic conjunctivitis
opioid abuse
simple buphthalmos
pink eye
contagious opthalmia
chronic tympanitis
conjunctival folliculosis
viral conjunctivitis
apollo disease
orbital periostitis
orbital osteomyelitis
orbital tenonitis
orbital cellulitis
appendix cancer
appendiceal neoplasm
appendix neoplasm
appendix lymphoma
appendiceal lymphoma
neonatal polycythemia
neonatal anemia
neonatal anaemia
anemia neonatal
anaemia neonatal
defibrination syndrome
microcytic anemia
brill.zinsser disease
sporadic typhus
latent typhus
recrudescent typhus
brill.apos.s disease
urban typhus
typhus exanthematique
ship fever
prison fever
petechial fever
murine typhus
mexican typhus
louse.borne typhus
louse.borne rickettsiosis
jail fever
hospital fever
flea.borne typhus
flea.borne rickettsiosis
famine fever
exanthematous typhus
european typhus
classical typhus
typhus fever
moscow typhus
flea typhus
social phobia
cat.scratch disease
benign lymphoreticulosis
debre.mollaret syndrome
debre.apos.s syndrome
cytomegalovirus infection
cytomegaloviral disease
cytomagalovirus infection
epizootic stomatitis
chlamydial disease
chlamydial infection
trachoma dubium
hemorrhagic nephrosonephritis
plummer.apos.s disease
plummer disease
solar retinopathy
solar retinitis
tick paralysis
ventilation pneumonitis
humidifier lung
pituitary apoplexy
arteriovenous malformation
racemose hemangioma
racemose aneurysm
racemose angioma
cirsoid aneurysm
arteriovenous hemangioma
retinal microaneurysm
pituitary infarct
pituitary infarction
cercarial dermatitis
cutaneous schistosomiasis
african histoplasmosis
histoplasmosis retinitis
schizophreniform disorder
dactylolysis spontanea
boeck sarcoid
lemierre.apos.s syndrome
postanginal sepsis
human necrobacillosis
lemierre syndrome
clostridial tetanus
pulmonary pneumocystosis
pneumocystosis pneumonia
pneumocystis pneumonia
gingival recession
arcus senilis
corneal arcus
scleral disease
bladder diverticulum
bladder calculus
phlebotomus fever
pappataci fever
sandfly fever
tick.borne fever
pasture fever
lens subluxation
congenital aphakia
functional diarrhea
functional diarrhoea
anal spasm
spinal meningioma
corneal neovascularization
undescended testicles
undescended testis
undescended testicle
epidural abscess
abscess epidural
subdural empyema
subdural abscess
cerebral arteritis
adult rds
shock lung
pulmonary edema
heart disease
xanthogranulomatous pyelonephritis
laryngeal diphtheria
laryngeal diphtheria
corynebacterium infection
trichomonal urethritis
alternating exotropia
divergent strabismus
ovarian endometriosis
sciatic neuropathy
brain compression
pseudotumor cerebri
subglottis cancer
supernumerary digit
postaxial polydactyly
constrictive pericarditis
horner.apos.s syndrome
horner syndrome
cardiac tamponade
pericardial tamponade
rose.apos.s tamponade
mitral regurgitation
autonomic neuropathy
rumination disorder
psychogenic rumination
budd.chiari syndrome
fissured tongue
scrotal tongue
lingua plicata
tongue. fissured
plicated tongue
furrowed tongue
corneal abscess
corneal deposit
adie syndrome
holmes.adie syndrome
adie.apos.s syndrome
chandler syndrome
chandler.apos.s syndrome
hypertensive retinopathy
retinal vasculitis
neurocirculatory asthenia
krishaber.apos.s disease
cardiovascular neurosis
listeria meningitis
listeria infection
streptococcal meningitis
pneumococcal meningitis
strumous ophthalmia
phlyctenular keratoconjunctivitis
syphilitic aortitis
riley.day syndrome
familial dysautonomia
hsan iii
ring staphyloma
scleral staphyloma
scleral ectasia
frey syndrome
gustatory sweating
gustatory hyperhidrosis
baillarger syndrome
pericardium cancer
pericardial tumor
infant gynecomastia
neonatal gynaecomastia
candida meningitis
fungal meningitis
polycystic ovary
stein.leventhal syndrome
stein.leventhal synd.
polycystic ovaries
multicystic ovaries
hyperandrogenization syndrome
penile cancer
penile neoplasm
penile ca
ca penis
pulp necrosis
necrotic pulp
penile tumor
refetoff syndrome
accommodative spasm
bronchopulmonary dysplasia
respiratory insufficiency
conjunctival deposit
oculodermal malanocytosis
naevus fuscocerulophthalmomaxillaris
cicatricial pemphigoid
ocular pemphigus
ocular pemphigoid
palindromic rheumatism
hench.rosenberg syndrome
hench.apos.s syndrome
tritan defect
renal sclerosis
patau syndrome
patau.apos.s syndrome
trisomy 13
d1 trisomy
familial hyperlipidemia
familial hyperlipoproteinemia
river blindness
ocular onchocerciasis
heart cancer
cardiac tumor
pregnancy diabetes
lipoatrophic diabetes
diabetic angiopathy
gestational diabetes
prediabetes syndrome
prediabetic state
neonatal diabetes
familial hypertriglyceridemia
vldl hyperlipoproteinemia
endogenous hyperlipidaemia
distal myopathy
phosphofructokinase myopathy
steinert disease
dystrophia myotonica
lyme disease
lyme neuroborreliosis
lyme borreliosis
bannworth.apos.s syndrome
bannwarth syndrome
borreliosis. nos
borreliosis .disorder.
acute endophthalmitis
biliary calculus
hypochromic anemia
anemia hypochromic
bronchial disease
kohler.apos.s disease
kohler disease
testicular hyperfunction
ocular nystagmus
hereditary trophoedeme
absolute glaucoma
regular astigmatism
splenic sequestration
phthisical cornea
chronic laryngitis
pericardial effusion
protein.energy malnutrition
protein deficiency
macrodactylia .fingers.
bladder sarcoma
vitreous syneresis
vitreous degeneration
urachus cancer
ureter cancer
bladder lymphoma
hepatorenal syndrome
multicentric reticulohistiocytosis
lipoid dermatoarthritis
degenerative myopia
pathological myopia
near vision
cortical blindness
visual epilepsy
epilepsy. visual
congenital clubfoot
congenital equinovarus
penis sarcoma
nephrotic syndrome
coronary vasospasm
coronary thrombosis
indeterminate leprosy
uncharacteristic leprosy
monocular exotropia
tibial neuropathy
pick.apos.s disease
pick disease
macular keratitis
denture stomatitis
ureteral tumor
ureter leiomyoma
ureteral leiomyoma
ureteral schwannoma
acanthameba keratitis
vaginal cancer
vaginal tumor
vagina neoplasm
gastric atonia
gastroparesis syndrome
tinea cruris
dhobie itch
tracheal cancer
head.neck neoplasm
trichomonal vulvovaginitis
trichomonal leukorrhoea
trichomonal prostatitis
recurrent miscarriage
habitual aborter
creutzfeldt.jakob disease
jakob.creutzfeldt disease
creutzfeldt.jacob disease
ischemic neuropathy
acute esophagitis
atrophic vaginitis
senile vaginitis
foodborne botulism
botulism poisoning
magnesium disorder
morbid obesity
severe obesity
prader.willi syndrome
hypertrophic cardiomyopathy
gonococcal proctitis
conjunctival concretion
ulceroglandular tularemia
testicular torsion
tracheal lymphoma
trachea sarcoma
group b
conn.apos.s syndrome
primary aldosteronism
conn syndrome
sympathetic ophthalmia
sympathetic uveitis
diffuse uveitis
allergic disease
cryptococcal infection
european cryptococcosis
busse.buschke.apos.s disease
sarcoid meningitis
nonpyogenic meningitis
rett syndrome
cerebroatrophic hyperammonemia
rett.apos.s disorder
fetal haemorrhage
mediastinum neurofibroma
dieulafoy lesion
transient arthropathy
sodoku disease
spirillary fever
rat.bite fever
trigeminal neuralgia
trifocal neuralgia
trifacial neuralgia
vaginal disease
optic neuritis
inflammatory spondylopathy
bullous retinoschisis
streptococcal angina
strept throat
pulmonary hemosiderosis
brown lung
brown induration
neurotrophic keratoconjunctivitis
pica disease
bulimia nervosa
hyperorexia nervosa
yersinia enterocolitis
classic hemophilia
hemophilia a
dysthymic disorder
chagas disease
american trypanosomiasis
chagas.apos. disease
neurogenic bladder
neuropathic bladder
hypertonic bladder
alveolar echinococcosis
multilocular hydatid
lymphocytic choriomeningitis
lymphocytic meningoencephalitis
lymphocytic meningitis
aseptic meningitis
pseudoretinitis pigmentosa
blessig.apos.s cysts
iwanoff.apos.s cysts
blessig cysts
radial neuropathy
dyshormonogenic goiter
dyshormonogenic goitre
sporadic hypogammaglobulinemia
acquired hypogammaglobulinemia
acquired agammaglobulinemia
tinea corporis
fetal macrosomia
superficial keratitis
punctate keratitis
abdomen neoplasm
dengue disease
classical dengue
classic dengue
breakbone fever
dengue fever
bancroftian filariasis
filarial elephantiasis
lymphatic filariasis
bancroftian elephantiasis
delivered oligohydramnios
antepartum oligohydramnios
cartilage disease
cartilage disorder
plica syndrome
hearing disorder
hearing disorder
cascade stomach
cholestatic cirrhosis
bile reflux
beta thalassemia
histoplasmosis meningitis
testicular lymphoma
medulloadrenal hyperfunction
hemophilia b
chronic salpingo.oophoritis
chronic salpingitis.oophoritis
isolated aniridia
cutaneous diphtheria
testicular leukemia
paranoid schizophrenia
paraphrenic schizophrenia
atypical depression
vogt.koyanagi.harada disease
uveomeningoencephalitic syndrome
vogt.koyanagi syndrome
harada.apos.s disease
naevus spilus
faucial diphtheria
faucial diphtheria
conjunctival pigmentation
bloch.sulzberger syndrome
incontinentia pigmenti
dubin.johnson syndrome
urticaria pigmentosa
chronic schizophrenia
nutritional marasmus
nutritional atrophy
cross dresser
transvestic fetishism
fetishistic transvestism
dual.role transvestism
male hematocele
male infertility
scrotal varices
retroperitoneal lymphoma
gender incongruence
gender dysphoria
retroperitoneal sarcoma
retroperitoneum carcinoma
osteogenesis imperfecta
fragilitas ossium
vrolik.apos.s disease
lobstein.apos.s syndrome
alcoholic hepatitis
viral labyrinthitis
epidemic vertigo
endocrine exophthalmos
graves.apos. disease
basedow.apos.s disease
exophthalmic goiter
graves disease
grave.apos.s disease
thyrotoxic exophthalmos
intermittent proptosis
intermittent exophthalmos
pulsating exophthalmos
induced malaria
corneal degeneration
lobular pneumonia
bronchial pneumonia
kugelberg.welander disease
psychomotor epilepsy
epilepsy. psychomotor
infectious diarrhea
bacillary dysentery
shigella gastroenteritis
vasopressin deficiency
spastic entropion
pathological gambling
compulsive gambling
pathological stealing
firesetting behavior
pathological firesetting
tinea pedis
athlete.apos.s foot
psychogenic dysmenorrhoea
psychogenic dysmenorrhea
globe disease
aplastic anemia
vulva cancer
vulvar neoplasm
vulval neoplasm
vulval cancer
vulvar tumor
ca vulva
secondary hyperparathyroidism
capillaria infection
ocular hyperemia
hyperemia eye
vagina leiomyoma
bell.apos.s palsy
bell palsy
tuberculous epididymitis
retinal ischemia
retinal perforation
retinal tear
retinal dialysis
retinal break
whipworm disease
trichuriasis infection
meralgia paresthetica
meralgia paraesthetica
vascular pseudohemophilia
vascular hemophilia
hepatitis a
hepatic coma
hepatocerebral intoxication
hemolytic.uremic syndrome
haemolytic.uraemic syndrome
stilling.turk.duane syndrome
duane.apos.s syndrome
juvenile osteoporosis
idiopathic osteoporosis
mathematics disorder
chagas.apos. cardiomyopathy
cardiovascular trypanosomiasis
phacolytic glaucoma
phacogenic glaucoma
neonatal thyrotoxicosis
posterior uveitis
uveitis. posterior
urethral obstruction
cri.du.chat syndrome
olecranon bursitis
shoe boil
miners.apos. elbow
miner.apos.s elbow
elbow bursitis
capped elbow
velocardiofacial syndrome
vcf.velocardiofacial syndrome
shprintzen syndrome
potter.apos.s syndrome
potter syndrome
potter sequence
pelvic cellulitis
acute leukemia
lumpy jaw
pyloric stenosis
hiatus hernia
hiatal hernia
tooth ankylosis
paracoccidioidal mycosis
mucocutaneous.lymphangitic paracoccidioidomycosis
gilchrist.apos.s disease
chicago disease
blastomycotic infection
pseudobulbar palsy
pseudobulbar paralysis
vestibular neuronitis
vestibular neuritis
epidemic neurolabyrinthitis
acoustic neuroma
vestibular schwannoma
vestibular neurilemmoma
locked.in syndrome
locked.in state
leiomyomatous tumor
leiomyomatous neoplasm
rendu.osler.weber disease
osler.weber.rendu disease
chiari.frommel syndrome
ataxia telangiectasia
boder.sedgwick syndrome
friedreich ataxia
friedreich.apos.s tabes
friedreich.apos.s ataxia
capillary disease
black piedra
sponge kidney
mesoectodermal dysplasia
chondroectodermal dysplasia
infective myositis
infective myositis
gonococcal salpingitis
cerebral atherosclerosis
polyepiphyseal dysplasia
pars planitis
posterior cyclitis
intermediate uveitis
peripheral uveoretinitis
chronic cyclitis
cementation hyperplasia
corneal staphyloma
choroid cancer
choroid neoplasm
choroidal tumor
peritonsillar abscess
tolosa.hunt syndrome
cicatricial ectropion
common migraine
diabetic polyneuropathy
hallucinogen abuse
mucopolysaccharidosis ii
mucopolysaccharidosis. mps.ii
hunter.apos.s syndrome
hunter syndrome
mucopolysaccharidosis vi
maroteaux.lamy syndrome
mucopolysaccharidosis iii
sanfilippo.apos.s syndrome
mucopolysaccharidosis. mps.iii
mucopolysaccharidosis i
mucopolysaccharidosis. mps.i
hurler.scheie syndrome
hurler syndrome
mucopolysaccharidosis vii
beta.glucuronidase deficiency
sly syndrome
mucopolysaccharidosis iv
galactosamine.6.sulfatase deficiency
mucopolysaccharidosis. mps.iv
vaginal enterocele
senile entropion
involutional entropion
thyroid crisis
thyrotoxic crisis
guillain.barre syndrome
postinfectious polyneuritis
post.infectious polyneuritis
infectious neuronitis
polyneuritis .disorder.
autistic disorder
infantile autism
childhood autism
kanner.apos.s syndrome
rectal disease
retrocalcaneal bursitis
haglund.apos.s disease
haglund.apos.s deformity
capped hock
achilles bursitis
huntington.apos.s disease
huntington.apos.s chorea
huntington disease
choreatic disease
hereditary chorea
nevus. non.neoplastic
non.neoplastic nevus
senile nevus
senile naevus
acrosyringeal nevus
hypochondriacal neurosis
hypochondriacal disorder
louisiana pneumonia
fisher.apos.s syndrome
neurodegenerative disease
degenerative disease
sjogren.apos.s syndrome
sjogren syndrome
sicca syndrome
keratoconjunctivitis sicca
godwin tumor
mikulicz disease
mikulicz.apos.s disease
necrotizing sialometaplasia
salivary cyst
thromboangiitis obliterans
presenile gangrene
buerger.apos.s disease
ovale malaria
childhood schizophrenia
childhood schizophrenia
endocardial fibroelastosis
dilated cardiomyopathy
congestive cardiomyopathy
endomyocardial fibrosis
endomyocardial sclerosis
becker.apos.s disease
kearns.sayre syndrome
alcoholic cardiomyopathy
vulva carcinoma
vulvar carcinoma
paralytic lagophthalmos
apert syndrome
poland syndrome
poland.apos.s syndactyly
poland anomaly
subleukemic leukemia
hereditary spherocytosis
spherocytic anemia
vivax malaria
granulocytopenic disorder
conduct disorder
acute dacryocystitis
phlegmonous dacryocystitis
carotid stenosis
vertebrobasilar insufficiency
vertebro.basilar insufficiency
hemorrhagic fever
hemorrhagic fever
shipyard eye
epidemic keratoconjunctivitis
cryptococcal gastroenteritis
cryptococcal pneumonia
sickle.cell trait
hb.s trait
premature retinopathy
retrolental fibroplasia
cutaneous blastomycosis
cutaneous lobomycosis
trichomonal balanoposthitis
trichomonas balanoposthitis
relapsing fever
mechanical lagophthalmos
cicatricial lagophthalmos
fetal circulation
hiv.associated dementia
aids dementia
aids encephalopathy
traumatic glaucoma
renal osteodystrophy
renal rickets
acquired hyperkeratosis
acquired keratoderma
keratoderma. acquired
tinea unguium
dermatophytic onychomycosis
dermatophytic onychia
eumycotic mycetoma
mycotic mycetoma
maduromycosis. mycotic
madura foot
aids.like syndrome
jaccoud.apos.s syndrome
jaccoud syndrome
subcutaneous hemangioma
subcutaneous haemangioma
lown.ganong.levine syndrome
periventricular leukomalacia
sneddon syndrome
intracranial arteriosclerosis
moyamoya disease
intracranial vasospasm
bladder leiomyoma
aids.associated nephropathy
aids.related nephropathy
aids nephropathy
mechanical entropion
cicatricial entropion
paronychia inflammation
infected nailfold
focal glomerulosclerosis
protein.deficiency anemia
protein.deficiency anaemia
deficiency anemias
gonococcal spondylitis
severe pre.eclampsia
severe preeclampsia
hellp syndrome
hordeolum externum
external stye
exophthalmic ophthalmoplegia
werdnig.hoffmann disease
crescentic glomerulonephritis
wasting disease
suppurative uveitis
esophageal candidiasis
esophageal thrush
esophageal moniliasis
candidal esophagitis
candida esophagitis
fungal esophagitis
acute cystitis
scrotum melanoma
pertussis pneumonia
prepuce cancer
dissociated nystagmus
esophageal diverticulosis
gouty arthritis
gouty arthropathy
articular gout
brain cancer
brain neoplasm
nontoxic goiter
non.toxic goitre
goitre. non.toxic
goiter. non.toxic
lingual goiter
nodular goiter
nodular goitre
goiter. nodular
endemic goiter
simple goitre
substernal goiter
substernal goitre
nodular prostate
uterine fibroid
uterine leiomyoma
uterus fibroma
plexiform leiomyoma
oculoglandular tularemia
haverhill fever
streptobacillary fever
lung cancer
lung neoplasm
tooth resorption
behcet.apos.s disease
behcet.apos.s syndrome
behet.apos.s syndrome
behcet syndrome
adamantiades.behcet disease
appendicele mucocele
bronchus cancer
typhoid fever
hereditary coproporphyria
erythropoietic protoporphyria
cutaneous porphyria
erythropoietic porphyria
klebsiella pneumonia
mycoplasmal pneumonia
mycoplasma pneumonia
intestinal tuberculosis
scheuermann.apos.s disease
sherman.apos.s disease
scheuermann.apos.s kyphosis
diphtheritic cystitis
conjunctival diphtheria
nasopharyngeal diphtheria
diphtheritic peritonitis
hyperinsulinemic hypoglycemia
diabetic cataract
congenital toxoplasmosis
reoviridae disease
parasitic conjunctivitis
ocular toxoplasmosis
toxoplasma conjunctivitis
toxoplasma chorioretinitis
senile ectropion
involutional ectropion
chondromalacia patellae
ehlers.danlos syndrome
elastic skin
cutis hyperelastica
reading disorder
stiff.person syndrome
stiff.man syndrome
tinea profunda
majocchi.apos.s granuloma
granuloma trichophyticum
tinea manuum
tinea manus
scrub typhus
tsutsugamushi fever
tropical typhus
mite.borne typhus
mite.borne rickettsiosis
chigger.borne typhus
chigger.borne rickettsiosis
tsutsugamushi disease
kedani fever
aat deficiency
temporal arteritis
horton.apos.s disease
kawasaki disease
kawasaki.apos.s disease
pernicious anemia
pernicious anaemia
biermer.apos.s anemia
biermer.apos.s anaemia
addison.apos.s anaemia
anemia pernicious
megaloblastic anemia
megaloblastic anaemia
imerslund.grasbeck syndrome
grasbeck.imerslund syndrome
gastrointestinal anthrax
diamond.blackfan anemia
color blindness
colour blindness
blindness color
angioid streaks
skin sarcoidosis
cutaneous sarcoidosis
cutaneous sarcoid
cerebral sarcoidosis
uveoparotid fever
heerfordt.apos.s syndrome
cardiac sarcoidosis
pulmonary sarcoidosis
lung sarcoidosis
hypercalcemic sarcoidosis
congenital anemia
hepatic encephalopathy
portal.systemic encephalopathy
acquired dyslexia
neurogenic bowel
nongonococcal urethritis
non.gonococcal urethritis
farcy pipes
corneal argyrosis
gonococcal bursitis
gonococcal synovitis
genital syphilis
central pterygium
supraglottis cancer
thanatophoric dysplasia
proteus syndrome
wiedemann.apos.s syndrome
symbiotic psychosis
heller.apos.s syndrome
disintegrative psychosis
urethral syndrome
jejunal cancer
hairy tongue
moebius syndrome
mobius syndrome
tuberous sclerosis
cerebral sclerosis
tuberose sclerosis
bourneville.apos.s disease
tetanus neonatorum
neonatal tetanus
intestinal moniliasis
marble bone
albers.schonberg disease
purulent labyrinthitis
bacterial labyrinthitis
suppurative labyrinthitis
secondary parkinsonism
symptomatic parkinsonism
angle.closure glaucoma
gonococcal pharyngitis
gonococcal blennorrhagica
gonococcal urethritis
bile occlusion
magnesium deficiency
magnesium deficiency
potassium deficiency
k deficiency
alveolar periostitis
dry socket
postpartum eclampsia
eclampsia. postpartum
vaginal carcinosarcoma
obstructive jaundice
obstructive hyperbilirubinemia
cholestatic jaundice
biliary atresia
extrahepatic cholestasis
dentine erosion
fanconi anemia
fanconi.apos.s anemia
fanconi.apos.s anaemia
fanconi panmyelopathy
fanconi pancytopenia
fanconi anaemia
exfoliation syndrome
pseudoexfoliation syndrome
pseudoexfoliation glaucoma
post.vaccinal encephalitis
postvaccinal encephalomyelitis
posterior scleritis
sapho syndrome
prostate calculus
prostatic stone
prostatic lithiasis
gonococcal cystitis
skin dermoid
ureteric disease
premature ejaculation
dental fluorosis
mottled teeth
mature cataract
hepatic infarction
nutmeg liver
excessive tearing
watering eye
phthirus pubis
phthiriasis pubis
pediculus pubis
pediculosis pubis
covering disease
addison.apos.s disease
primary hypoadrenalism
hypoadrenocorticism. familial
addison disease
plantar wart
verruca plantaris
epidermodysplasia verruciformis
hypermobility syndrome
equatorial staphyloma
staphyloma posticum
acute tympanitis
acute myringitis
bullous myringitis
anterior scleritis
endometrial cancer
endometrial neoplasm
endometrial ca
inclusion conjunctivitis
inclusion blenorrhea
inclusion blennorrhoea
chlamydial conjunctivitis
pharyngoconjunctival fever
pharyngo.conjunctival fever
adenoviral pharyngoconjunctivitis
mixed hyperlipidaemia
fox.fordyce disease
familial hypercholesterolemia
familial hypercholesteremia
familial hyperbetalipoproteinaemia
intrauterine synechiae
intrauterine adhesions
lymphogranuloma venereum
strumous bubo
poradenitis inguinale
lymphogranuloma inguinale
durand.nicolas.favre disease
sweat rash
heat rash
eccrine miliaria
tetanic cataract
hypocalcaemic cataract
squamous blepharitis
familial hypobetalipoproteinemia
facial neuralgia
focal labyrinthitis
circumscribed labyrinthitis
lipoprotein deficiencies
tangier disease
bird.fanciers.apos. lung
bird.fancier.apos.s lung
epidermoid papilloma
white piedra
tinea blanca
deutan defect
norum disease
protan defect
somatization disorder
polysomatising disorder
somatisation disorder
briquet.apos.s disorder
irregular astigmatism
bacterial esophagitis
eosinophilic esophagitis
trench mouth
vincent.apos.s disease
vincent.apos.s angina
vincent angina
facial paralysis
facial palsy
urinary schistosomiasis
bladder schistosomiasis
vesical schistosomiasis
schistosoma haematobium
gonococcal prostatitis
interstitial cystitis
ulcerative cystitis
morgagni cataract
hypermature cataract
peptic esophagitis
reflux esophagitis
reflux oesophagitis
desert fever
ectoparasitic disease
cleidocranial dysplasia
cleidocranial dysostosis
marie.sainton disease
contact blepharoconjunctivitis
rubeosis iridis
portal cirrhosis
laennec.apos.s cirrhosis
alcoholic cirrhosis
tietze.apos.s syndrome
tietze syndrome
tietze.apos.s disease
folate.deficiency anemia
folate.deficiency anaemia
aorta atresia
precocious puberty
premature puberty
precocious puberty
poems syndrome
autoimmune polyendocrinopathy
lloyd.apos.s syndrome
rheumatic endocarditis
endocarditis.rh chronic
post.streptococcal glomerulonephritis
falciparum malaria
blackwater fever
malarial hemoglobinuria
hemoglobinuric. malaria
cerebral malaria
malarial encephalitis
anterior uveitis
vestibular nystagmus
geniculate ganglionitis
glucocorticoid.remediable aldosteronism
glucocorticoid.suppressible hyperaldosteronism
toxic labyrinthitis
tennis elbow
shooter.apos.s elbow
medial epicondylitis
hockey elbow
golfer.apos.s elbow
archer.apos.s elbow
andrel epicondylitis
lateral epicondylitis
root caries
cementum caries
heartwater .disorder.
renal atherosclerosis
boutonneuse fever
kenya fever
boutonneuse disease
marseilles fever
anus cancer
anal cancer
toxic shock
madelung.apos.s neck
launois.bensaude.apos.s lipomatosis
lipodystrophy. cephalothoracic
pure hypercholesterolemia
pure hypercholesterolaemia
ldl hyperlipoproteinemia
mixed hyperglyceridemia
hypercholesterinaemic xanthomatosis
lateral cystocele
midline cystocele
masters.allen syndrome
anus lymphoma
ovarian dysfunction
pulp erosion
anal melanoma
ureteric stone
ureteric calculus
gyrate atrophy
retrobulbar neuritis
obstructive hydrocephalus
choroid disease
central neurocytoma
congenital hypogammaglobulinemia
congenital hypogammaglobulinaemia
x.linked agammaglobulinemia
bruton.type agammaglobulinemia
bruton.apos.s agammaglobulinaemia
bruton disease
btk deficiency
calcific tendinitis
alcoholic neuropathy
alcoholic polyneuropathy
alcohol.related polyneuropathy
frozen shoulder
bicipital tenosynovitis
double vision
diplopia .disorder.
adult dermatomyositis
childhood dermatomyositis
juvenile dermatomyositis
familial pyrimidinaemia
tracheal calcification
scleromalacia perforans
orbital cyst
gastrointestinal tularemia
intestinal tularaemia
enteric tularemia
ureter abscess
down syndrome
g trisomy
downs syndrome
down.apos.s syndrome
vitreoretinal dystrophy
vitreoretinal dystrophies
ureteral disease
martin.bell syndrome
oral candidiasis
thrush. oral
oral moniliasis
pulmonary regurgitation
pulmonary regurg.
pulmonary incompetence
pulmonic insufficiency
sclerosing cholangitis
fibrosing cholangitis
suppurative cholangitis
ascending cholangitis
acute cholangitis
atrophic vulva
subacromial impingement
pachydermoperiostosis syndrome
neurogenic arthropathy
charcot.apos.s joint
neuropathic arthropathy
charcot.apos.s arthropathy
brawny scleritis
ebstein anomaly
ebstein.apos.s anomaly
moynahan syndrome
leopard syndrome
generalized lentiginosis
